,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
4514,2005-01-13,,"Manguipayan, Colombia",Military - Colombian government,Black Hawk helicopter,20,18,2,20,18,2,0
4515,2005-01-13,22:18:00,"Keene, New Hampshire",AirNow,Embraer EMB-110 Bandeirante,1,0,1,1,0,1,0
4516,2005-01-26,01:20:00,"Rutbah, Iraq",Military - U.S. Marines,CH53E Sea Stallion,31,29,2,31,29,2,0
4517,2005-01-27,08:10:00,"Lasi, Hungary",Farnair Hungary,Let 410UVP-E4,2,0,2,2,0,2,0
4518,2005-01-30,16:30:00,"Near Al Taji, Iraq",Military - Royal Air Force,Lockheed Hercules C.1,10,8,2,10,8,2,0
4519,2005-02-03,17:00:00,"Near Kabul, Afghanistan",Kam Air,Boeing B-737-200,104,96,8,104,96,8,0
4520,2005-02-03,08:07:00,"Near Khartoum, Sudan",Air West,Ilyushin 76TD,7,0,7,7,0,7,0
4521,2005-02-16,09:13:00,"Near Pueblo, Colorado",Circuit City Stores - Charter,Cessna 560 Citation V,8,6,2,8,6,2,0
4522,2005-02-22,13:22:00,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,de Havilland DHC-6 Twin Otter 300,13,10,3,2,0,2,0
4523,2005-02-22,07:15:00,"Off Sarmi, Indonesia	Sarmi, Indonesia",Indonesian National Police,CASA 212 Aviocar,18,14,4,15,11,4,0
4524,2005-03-08,09:23:00,"Chrallave, Venezuela",Air Global,Cessna 500 Citation I,2,0,2,2,0,2,0
4525,2005-03-15,00:15:00,"Off Campbeltown, United Kingdom",Loganair,Pilatus-Britten Norman BN-2B-26 Islander,2,1,1,2,1,1,0
4526,2005-03-16,13:57:00,"Varandey, Russia",Regional Airlines,Antonov 24,52,45,7,28,26,2,0
4527,2005-03-23,23:07:00,"Off Mwanza, Tanzania",Air Transport,Ilyushin IL-76TD,8,0,8,8,0,8,0
4528,2005-03-26,10:15:00,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,Let-410UVP-E,14,12,2,8,6,2,0
4529,2005-03-31,20:00:00,"Near Rovie, Albania",Military - U.S. Air Force,Lockheed Hercules MC-130H,9,0,9,9,0,9,0
4530,2005-04-12,12:10:00,"Enarotali, Indonesia",GT Air,de Havilland Canada DHC-6 Twin Otter 100,18,15,3,18,15,3,0
4531,2005-04-20,22:15:00,"Tehran, Iran",Saha Airline Services,Boeing B-707-3J9C,169,157,12,3,3,0,0
4532,2005-04-21,,"Near Baghdad, Iraq",Military - Bulgarian,Mil Mi-8,11,,,11,,,0
4533,2005-04-28,11:28:00,"Pisco, Peru",Military - Fuerza Del Peru,Let 410UVP,13,11,2,13,11,2,0
4534,2005-05-02,22:14:00,"Near Stratford, New Zealand",Airwork NZ,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0
4535,2005-05-05,13:30:00,"Near Kisangani, Democratic Republic Congo",Kisangani Airlift,Antonov AN-26,11,7,4,10,6,4,0
4536,2005-05-07,11:45:00,"Lockhart River, Queensland, Australia",Aero-Tropics,Swearingen SA-227AC Metro III,15,13,2,15,13,2,0
4537,2005-05-16,12:20:00,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,Beech 65-A80 Queenaire,10,9,1,10,9,1,0
4538,2005-05-18,13:27:00,"Mongu, Zambia",Military - Zambia Air Force,Yunshuji Y-12,13,8,5,13,8,5,0
4539,2005-05-25,,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),Antonov AN-12BP,27,22,5,27,22,5,0
4540,2005-06-02,11:15:00,"Khartoom, Sudan",Marsland Aviation,Antonov AN-24B,42,36,6,7,6,1,0
4541,2005-07-16,10:00:00,"Baney, Equatorial Guinea",Ecuatair,Antonov AN-24B,60,54,6,60,54,6,0
4542,2005-08-02,16:04:00,"Toronto, Canada",Air France,Airbus A-340,309,297,12,0,0,0,0
4543,2005-08-06,15:40:00,"Off Palermo, Italy",Tuninter,ATR-72-202,39,35,4,16,14,2,0
4544,2005-08-10,12:43:00,"Off Talinn, Estonia",Copterline,Sikorsky S-76C,14,12,2,14,12,2,0
4545,2005-08-14,12:20:00,"Near Grammatikos, Greece",Helios Airways,Boeing 737-31S,121,115,6,121,115,6,0
4546,2005-08-16,03:30:00,"Near La Cucharita, Venezuela",West Caribbean Airways,McDonnell Douglas MD-82,160,152,8,160,152,8,0
4547,2005-08-23,15:06:00,"Near Pucallpa, Peru",TANS Peru,Boeing B-737-244,98,92,6,40,36,4,0
4548,2005-09-05,09:40:00,"Medan, Indonesia",Mandala Airlines,Boeing 737-230,117,112,5,99,94,5,44
4549,2005-09-05,07:30:00,"Isiro, Democtratic Republic Congo",Kavatshi Airlines,Antonov 26B,11,7,4,11,7,4,0
4550,2005-09-09,15:45:00,"Near Brazzaville, Congo",Air Kasai,Antonov AN-26A,14,11,3,14,11,3,0
4551,2005-10-04,,"Aru, Democratic Republic Cogo",Wimbi Dira Airways,Antonov 12V,100,96,4,2,2,0,0
4552,2005-10-22,20:40:00,"Lisa, Nigeria",Bellview Airlines,Boeing B-737-2L9,117,111,6,117,111,6,0
4553,2005-12-06,14:15:00,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130B Hercules,94,84,10,94,84,10,14
4554,2005-12-08,19:15:00,"Chicago, Illinois",Southwest Airlines,Boeing B-737-7H4,103,98,5,0,0,0,1
4555,2005-12-10,14:08:00,"Near Port Harcourt, Nigeria",Sosoliso Airlines,McDonnell DC-9-32,110,103,7,108,101,7,0
4556,2005-12-19,14:40:00,"Off Miami Beach, Florida",Chalk's Ocean Airways,Grumman G73T Turbo Mallard,20,18,2,20,18,2,0
4557,2005-12-23,22:27:00,"Nardaran, Azerbaijan",Azerbaijan Airlines,Antonov AN-140-100,23,18,5,23,18,5,0
4558,2006-01-02,11:11:00,Near Karkov,Evolga,British Aerospace BAe-125-700A,3,0,3,3,0,3,0
4559,2006-01-07,,"Near Tal Afar, Iraq",Military - US Army,UH-60L Black Hawk,12,,,12,,,0
4560,2006-01-08,13:00:00,"Bukalaza, Uganda",Service Air,Antonov 12,6,0,6,6,0,6,0
4561,2006-01-09,09:30:00,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Dassault Falcon 20,11,8,3,11,8,3,0
4562,2006-01-19,19:30:00,"Near Telkibanya, Hungary",Military - Slovak Air Force,Antonov AN-24V,43,35,8,42,34,8,0
4563,2006-02-05,16:53:00,"Near Watertown, Wisconson",Air Cargo Carriers,Shorts 360-100 /Shorts 360-300,3,1,2,3,1,2,0
4564,2006-02-08,12:12:00,"Near Paris, Tennessee",TriCoastal Air,Swearingen SA.226TC Metro II,1,0,1,1,0,1,0
4565,2006-03-31,17:39:00,"Rio Bonito, Brazil",Team Air,Let L410UVP-E20,19,17,2,19,17,2,0
4566,2006-04-10,10:00:00,"Marsabit, Kenya",Military - Kenya Air Force,Harbin Yunshuji Y-12-II,17,13,4,14,12,2,0
4567,2006-04-23,04:55:00,"Kousséri, Cameroon",Military - Lybian Arab Air Force,Antonov 74TK-200,6,0,6,6,0,6,0
4568,2006-04-24,11:45:00,"Lashkar Gah, Afghanistan",U.S. Government (leased),Antonov AN-32B,16,12,4,2,0,2,3
4569,2006-05-03,02:15:00,"Off Adler, Russia",Armavia,Airbus A320-211,113,105,8,113,105,8,0
4570,2006-05-14,12:32:00,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,Convair CV-580,3,0,3,1,0,1,0
4571,2006-05-23,18:22:00,Off São Tomé Island,Air São Tomé,de Havilland Canada DHC-6 Twin Otter 300,4,2,2,4,2,2,0
4572,2006-06-03,15:00:00,"Yaocun, China",Military - Chinese Air Force,KJ-2000,40,35,5,40,35,5,0
4573,2006-06-11,18:30:00,"Abéché, Chad",Military - Chadian Air Force,Lockheed C-130 Hercules,7,0,7,5,0,5,0
4574,2006-06-21,12:03:00,"Jumla, Napal",Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,9,6,3,9,6,3,0
4575,2006-07-07,15:35:00,"Sake, Democratic Republic Congo",Mango Airlines,Antonov AN-12B,5,2,3,5,2,3,0
4576,2006-07-09,07:44:00,"Irkutsk, Russia",Sibir (S7),Airbus A-310-324ET,203,195,8,125,120,5,0
4577,2006-07-10,12:05:00,"Multan, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,45,41,4,45,41,4,0
4578,2006-07-27,,Afghanistan,Afghan Army,Mil Mi-8,17,14,3,17,14,3,0
4579,2006-08-03,,"Bukavu, Democratic Republic Congo",Tracep,Antonov AN-28,17,14,3,17,14,3,0
4580,2006-08-04,09:30:00,"Near Pownal, Vermont",AirNow,Embraer 110 Bandeirante,1,0,1,1,0,1,0
4581,2006-08-13,20:15:00,"Near Piacenza, Italy",Air Algerie,Lockheed L-100-30 Hercules,3,0,3,3,0,3,0
4582,2006-08-22,15:30:00,"Near Donetsk, Ukraine",Pulkovo Airlines,Tupolev Tu-154M,170,160,10,170,160,10,0
4583,2006-08-27,06:07:00,"Lexington, Kentucky",Comair,Canadair CRJ-200ER,50,47,3,49,47,2,0
4584,2006-09-01,13:45:00,"Mahad, Iran",Iran Air Tours,Tupolev Tu-154M,148,137,11,29,29,0,0
4585,2006-09-02,16:30:00,"Near Kandahar, Afghanistan",Military - Royal Air Force,British Aerospace Nimrod MR-2,14,12,2,14,12,2,0
4586,2006-09-11,17:30:00,"Vladikavkaz, Russia",Military - Russian Army,Mi-8 helicopter,15,12,3,12,12,0,0
4587,2006-09-17,10:15:00,"Vandeikya, Nigeria",Military - Nigerian Air Force,Dornier 228,18,15,3,13,11,2,0
4588,2006-09-29,15:59:00,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,Boeing B-737-8EH /EMB-135JB,161,153,8,154,148,6,0
4589,2006-10-10,07:35:00,"Stord, Norway",Atlantic Airways,BAe 146-200,16,12,4,4,3,1,0
4590,2006-10-19,07:30:00,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,Antonov An-2,15,13,2,15,13,2,0
4591,2006-10-29,11:30:00,"Near Abuja, Nigeria",ADC Airlines,Boeing 737-2B7,105,100,5,96,92,4,0
4592,2006-11-17,08:07:00,"Puncak Jaya, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,12,9,3,12,9,3,0
4593,2006-11-18,21:00:00,"Near Leticia, Colombia",Aerosucre Colombia,Boeing 727-23F,5,2,3,5,2,3,0
4594,2006-11-27,07:20:00,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Antonov 74T-200,38,32,6,38,32,6,0
4595,2006-12-10,02:00:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,Bell 412,3,0,3,3,0,3,0
4596,2007-01-01,14:07:00,"Off Parepare, Indonesia",Adam Air,Boeing B-737-4Q8,102,96,6,102,96,6,0
4597,2007-01-09,,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,Antonov 26B-100,35,30,5,34,29,5,0
4598,2007-01-20,,"Near Baghdad, Iraq",Military - US Army,Sikorsky UH-60L Black Hawk,12,10,4,12,10,4,0
4599,2007-01-25,11:15:00,"Pau, France",Regional Compagnie Aerienne Europeenne,Fokker 100,54,50,4,0,0,0,1
4600,2007-03-07,07:14:00,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,Boeing B-737-497,140,133,7,22,21,1,0
4601,2007-03-08,15:00:00,"Princeville, Hawaii",Heli-USA Airways,Aerospatiale AS350BA Rotocraft,7,6,1,4,3,1,0
4602,2007-03-11,23:20:00,"Hanea, Kauai, Hawaii",Inter-Island,Mc Donnell Douglas 369FF Rotocraft,5,4,1,1,1,0,0
4603,2007-03-14,,"Fazenda Nossa Senhora de Lourdes, Brazil","Bahia Taxi Aéreo	Bahia Taxi Aéreo	Bahia Taxi Aéreo",Rockwell 500S Shrike Commander,4,2,2,4,2,2,0
4604,2007-03-17,11:40:00,"Samara, Russia",UTAir Airlines,Tuolev 134AK,57,50,7,6,6,0,0
4605,2007-03-23,17:00:00,"Mogadishu, Somalia",Transaviaexport Airlines,Ilushin Il-76TD,11,5,6,11,5,6,0
4606,2007-04-25,14:05:00,"Near Kopinang, Guyana",Air Services,Pilatus Britten Norman BN-2A-27 Islander,5,4,1,3,2,1,0
4607,2007-04-27,11:34:00,"Shatoi, Chechnya",Military - Russian,Mi 8,18,15,3,18,15,3,0
4608,2007-05-05,00:08:00,"Near Dizangue, Cameroon",Kenya Airways,Boeing B-737-8AL,114,105,9,114,105,9,0
4609,2007-05-06,09:10:00,"Near El-Thamad, Egypt",Military - French Air Force,de Havilland Canada DHC-6 Twin Otter,9,5,4,9,5,4,0
4610,2007-05-17,11:00:00,"Walikale Airstrip, Congo",Safe Air Complany,Let 410UVP,3,1,2,3,1,2,0
4611,2007-05-24,17:45:00,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,20,17,3,13,10,3,0
4612,2007-06-03,20:30:00,"Freetown, Sierra Leone",Paramount Airlilnes,Mi-8,22,20,2,21,20,1,0
4613,2007-06-04,16:04:00,"Near Milwaukee, Wisconson",University of Michigan Health System,Cessna 550 Citation II,6,4,2,6,4,2,0
4614,2007-06-13,,"Selenge province, Mongolia",Mongolian Defense Ministry,Mi-8,22,19,3,15,12,3,0
4615,2007-06-21,,"Near Kamina, Congo",Karibu Airways,Let 410UVP,25,22,3,1,1,0,0
4616,2007-06-25,10:40:00,"Near Sihanoukville, Cambodia",PMT Air,Antonov AN-24V,22,16,6,22,16,6,0
4617,2007-06-28,13:40:00,"M'Banza Congo, Angola",TAAG Angola Airlines,Boeing 737-2M2,78,69,9,5,4,1,0
4618,2007-07-05,09:30:00,"Culiacan, Mexico",Jett Paqueteria SA,North American CT-39A Sabreline,3,0,3,3,0,3,6
4619,2007-07-08,13:00:00,"Muncho Lake, British Columbia, Canada",Liard Air,de Havilland DHC-6 Twim Otter 100,5,3,2,1,1,0,0
4620,2007-07-17,18:52:00,"Sao Paulo, Brazil",TAM (Brazil),Airbus A-320-233,187,181,6,187,181,6,12
4621,2007-07-23,13:00:00,"Near Shinile, Ethiopia",Djibouti Airlines,Antonov AN-26V,9,3,6,1,1,0,0
4622,2007-07-24,14:05:00,"Rudyerd Bay, Alaska",Taquan Air Service,de Havilland DHC-2 MK.1 Beaver,5,4,1,5,4,1,0
4623,2007-07-29,04:17:00,"Moscow, Russia",Atran,Antonov AN-12BP,9,0,9,9,0,9,0
4624,2007-08-09,12:00:00,"Off Moorea, French Polynesia",Air Moorea,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,20,19,1,0
4625,2007-08-16,23:16:00,"Near Ketchikan, Alaska",SeaWind Aviation,de Havilland Canada DHC-2 Beaver,10,9,1,6,6,0,0
4626,2007-08-20,10:33:00,"Okinawa, Japan",China Airlines,Boeing 737-809,165,157,8,0,0,0,0
4627,2007-08-22,00:36:00,"Near Curitiba, Brazil",Two Taxi Aero,Embraer EMB-110P1 Bandeirant,2,0,2,2,0,2,0
4628,2007-08-22,,"Near Kirkuk, Iraq",Military - U.S. Army,UH-60 Blackhawk helilcopter,14,12,2,14,12,2,0
4629,2007-08-26,16:00:00,"Kongolo, Democratic Republic Congo",Great Lakes Business Complany,Antonov AN-32,15,12,3,14,11,3,0
4630,2007-09-07,,"Goma, Democratic Republic Congo",Galaxy Kavatsi Airlines,Antonov AN-12BP,8,6,2,8,6,2,0
4631,2007-09-16,15:35:00,"Phuket, Thailand",One-Two-Go Airlines,McDonnell Douglas MD-82,130,123,7,90,85,5,0
4632,2007-09-24,13:00:00,"Malemba Nkulu, DR Congo",Karibu Airways,Let 410,6,5,1,1,0,1,0
4633,2007-10-04,10:40:00,"Kinshasa, DR Congo",Africa One Congo,Antonov AN-26,22,17,5,21,17,4,30
4634,2007-10-08,15:30:00,"Near Cubarral, Colombia",Nacional de Aviacion,Let 410 UVP-E10A,17,15,2,17,15,2,0
4635,2007-11-08,08:00:00,"Khartoum, Sudan",Juba Air Cargo,Antonov 12,4,0,4,0,0,0,2
4636,2007-11-30,01:36:00,"Near Isparta, Turkey",Atlasjet Airlines,McDonnell Douglas MD-83,57,50,7,57,50,7,0
4637,2007-12-03,17:18:00,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",Eurocopter Deutschland BK117C1,4,3,1,4,3,1,0
4638,2007-12-05,06:48:00,"Columbus, Ohio",Castle Aviation,Cessna 208B Caravan I Super Cargomaster,2,1,1,2,1,1,0
4639,2008-01-04,09:48:00,"Los Roques, Venezuela",Transaven,Let 410 UVP-E3,18,16,2,18,16,2,0
4640,2008-01-12,,"Blace, Macedonia",Military - Macedonian Air Force,Mi-17 Helicopter,11,10,1,11,10,1,0
4641,2008-01-17,12:43:00,"London, England",British Airways,Boeing 777-236ER,152,136,16,0,0,0,0
4642,2008-01-23,19:00:00,"Miroslawiec, Poland",Military - Polish Air Force,CASA C-295M,20,16,4,20,16,4,0
4643,2008-01-26,09:35:00,"Near Malinau, Indonesia",Dirgantara Air Service,CASA NC-212-200,3,0,3,3,0,3,0
4644,2008-02-21,17:00:00,"Merida, Venezuela",Santa Barbara Airlines,ATR-42-300,46,43,3,46,43,3,0
4645,2008-02-26,16:16:00,"Off Macae , Rio de Janeiro , Argentina",BHS - Brazilian Helicopter Service Air Taxi,Eurocopter  AS332L2 Super Puma,20,17,3,5,4,1,0
4646,2008-03-03,16:00:00,"Near Bethani, Nepal",United Nations Mission,Mi-17,10,7,3,10,7,3,0
4647,2008-04-03,11:00:00,"Lawa, Suriname",Blue Wing Airlines,Antonov An-28,19,17,2,19,17,2,0
4648,2008-04-09,23:27:00,"Bundeena, Australia",Avtex Air Services,Swearingen SA227AC Metroliner III,1,0,1,1,0,1,0
4649,2008-04-11,22:15:00,"Chrisinau, Moldova",Kata Transportation,Antonov An-32,8,0,8,8,0,8,0
4650,2008-04-15,14:30:00,"Goma, Congo",Hewa Bora Airways,McDonnell Douglas DC-9-51,85,79,6,0,0,0,47
4651,2008-04-16,14:23:00,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,Antonov An-32B,13,8,5,13,8,5,0
4652,2008-04-28,09:38:00,"Off Crimea, Black Sea",Naftogaz,Mil Mi-8T,20,18,2,20,18,2,0
4653,2008-05-17,16:30:00,"Stehekin, Washington",Chelan Air Service,de Havilland Canada DHC-2 Mark I Beaver,5,4,1,2,2,0,0
4654,2008-05-24,09:30:00,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,Eurocopter AS350D Astar,6,5,1,4,3,1,0
4655,2008-05-26,18:15:00,"Near Chelyabinsk, Russia",Moskovia Airlines,Antonov An-12,9,0,9,9,0,9,0
4656,2008-05-29,14:13:00,"Panama City, Panama",Military - Servicio Aereo Nacional,Bell UN-1N Huey,12,9,3,11,9,2,0
4657,2008-05-30,09:40:00,"Tegucigalpa, Honduras",TACA International Airlines,Airbus A-320-233,136,131,5,3,2,1,2
4658,2008-06-08,07:45:00,"Huntsville, Texas",PHI Air Medical,Bell 407,4,1,3,4,1,3,0
4659,2008-06-10,20:45:00,"Khartoum, Sudan",Sudan Airways,Airbus A-310-324,214,203,11,32,31,1,0
4660,2008-06-18,10:03:00,"Hyannis, Massachusetts",Wiggins Airways,de Havilland Canada DHC-6 Twin Otter 100,1,0,1,1,0,1,0
4661,2008-06-20,,"Bannang Sata, Thailand",Military - Thai Army,Bell UH-1N,10,8,2,10,8,2,0
4662,2008-06-26,15:03:00,"Near Salak Mountain, Indonesia",Military - Indonesian Air Force,CASA NC-212,18,13,5,18,13,5,0
4663,2008-06-27,07:05:00,"Near Malakal, Sudan",Juba Air Cargo,Antonov 12BK,8,6,2,7,5,2,0
4664,2008-06-29,15:48:00,"Flagstaff, Arizona",Air Methods / Classic Helicopters,Bell 407 / Bell 407,7,5,2,6,4,2,0
4665,2008-06-30,07:00:00,"Near Khartoum, Sudan",Ababeel Aviaition,Ilysushin Il-76TD,4,0,4,4,0,4,0
4666,2008-07-06,02:15:00,"Saltillo, Mexico",USA Jet Airlines,Douglas DC9-15F,2,0,2,1,0,1,0
4667,2008-07-07,03:50:00,"Near Bogota, Colombia",Centurian Air Cargo,Boeing B-747-209BSF,8,0,8,0,0,0,3
4668,2008-07-31,09:53:00,"Owatonna, Minnesota",East Coast Jets,British Aerospace BAe-125-800A,8,6,2,8,6,2,0
4669,2008-08-03,07:00:00,"North Vancouver Island, British Colombia, Canada",Pacific Coastal Airlines,Grumman G-21A Goose,7,6,1,5,4,1,0
4670,2008-08-05,19:30:00,"Near Junction City, California",Junction City Fire Department,Sikorsky S-61N,13,11,2,9,8,1,0
4671,2008-08-06,11:40:00,"Sunat Tanon, Thailand",Military - Royal Thai Air Force,Bell Huey UH-1H,10,8,2,10,8,2,0
4672,2008-08-13,07:30:00,"K-50 Airport, Somalia",Fly 540,Fokker F-27 Friendship 500,3,0,3,3,0,3,0
4673,2008-08-20,14:45:00,"Madrid, Spain",Spanair,McDonnell Douglas MD-82,172,166,6,154,148,6,0
4674,2008-08-24,20:30:00,"Bishkek, Kyrgyzstan",Itek Air,Boeing B-737-219,90,83,7,68,67,1,0
4675,2008-08-30,21:50:00,"Near Toacaso, Ecuador",Conviasa,Boeing B-737-291,3,0,3,3,0,3,0
4676,2008-09-01,12:10:00,"Columbus, Ohio",Air Tahoma,Convair CV-580,3,0,3,3,0,3,0
4677,2008-09-03,20:20:00,"Off Dubai, United Arab Emirates",Aerogulf,Bell 212,7,5,2,7,5,2,0
4678,2008-09-14,03:15:00,"Perm, Russia",Aeroflot,Boeing B-737-505,88,82,6,88,82,6,0
4679,2008-09-19,23:53:00,"Columbia, South Carolina",Global Executive Aviation,Learjet 60,6,4,2,4,2,2,0
4680,2008-09-27,03:57:00,"Camp Springs, Maryland",Maryland State Police,Aerospatiale SA365N-1 Dauphin II,5,4,1,4,3,1,0
4681,2008-10-08,07:31:00,"Lukla, Nepal",Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,19,16,3,18,16,2,0
4682,2008-10-15,23:58:00,"Aurora, Illinois",Air Angles Inc.,Bell 222,4,1,3,4,1,3,0
4683,2008-11-13,11:35:00,"Fallujah, Iraq",Falcon Aviation Group,Antonov An-12,7,0,7,7,0,7,0
4684,2008-11-16,10:32:00,"Thormanby Island, British Columbia, Canada",Pacific Coastal Airlines,Grumman G-21A Goose,8,7,1,7,6,1,0
4685,2008-11-27,17:00:00,"Off Perpignan, France",XL Airways leased from Air New Zealand,Airbus A320-232,7,0,7,7,0,7,0
4686,2008-12-03,12:13:00,"San Juan, Puerto Rico",Webstas Aviation Services Inc.,Rockwell International 690B,3,2,1,3,2,1,0
4687,2008-12-11,06:25:00,"Off Sabine Pass, Texas",Rotorcraft Leasing Co,Bell 206-L4 Jet Ranger III,3,3,2,3,3,2,0
4688,2008-12-15,16:40:00,Off Turks and Caicos Islands,Alantis Aviation,Britten Norman BN-2A Trislander Mk3,12,11,1,12,11,1,0
4689,2008-12-20,18:18:00,"Denver, Colorado",Continental Airlines,Boeing 737-500,115,110,5,0,0,0,0
4690,2009-01-01,04:37:00,"Lubock, Texas",Empire Airlines leased from FedEx,ATR-42-320,2,0,2,2,0,2,0
4691,2009-01-04,15:30:00,Near Houma Louisiana,Petroleum Helicopters Inc,Sikorsky S-76C++,9,7,2,8,6,2,0
4692,2009-01-15,,"Adraskan district, Afghanistan",Afghan Army,Mil Mi-17,13,,,13,,,0
4693,2009-01-15,15:06:00,"New York, New York",US Airways,Airbus A320-214,155,150,5,0,0,0,0
4694,2009-02-07,14:00:00,"Manacapuru, Brazil",Aerotaxi Manaus,Bandeirante EMB-110P1,28,26,2,24,22,2,0
4695,2009-02-12,22:17:00,"Clarence Center, New York",Continental Connection/Colgan Air,Bombardier DHC-8-402 Q400,49,44,5,49,44,5,1
4696,2009-02-15,19:15:00,"Chanco, Chile",Flight Service,Bell UH-1H,13,12,1,13,12,1,0
4697,2009-02-20,04:10:00,"Luxor, Egypt",Aerolift,Antonov 12V,5,0,5,5,0,5,0
4698,2009-02-25,10:31:00,"Amsterdam, Netherlands",Turkish Airlines,Boeing 737-8F2,134,127,7,9,6,3,0
4699,2009-03-09,05:40:00,"Lake Victoria, Uganda",Aerolift,Ilyushin Il-76T,11,7,4,11,7,4,0
4700,2009-03-12,09:48:00,"Off St. Johns, Newfoundland",Cougar Helicopters,Sikorsky S-92A,18,16,2,17,15,2,0
4701,2009-03-22,14:28:00,"Butte, Montana",Eagle Cap Leasing,Pilatus PC-12/45,14,13,1,14,13,1,0
4702,2009-03-23,06:48:00,"Tokyo, Japan",FedEx,McDonnell Douglas MD-11,2,0,2,2,0,2,0
4703,2009-04-01,14:00:00,"Off Crimond, Scotland",Bond Offshore Helicopters,Eurocopter AS 332L2 Super Puma 2,16,14,2,16,14,2,0
4704,2009-04-06,12:30:00,"Bandung, Indonesia",Military - Indonesian Air Force,Fokker F-27 Friendship 400M,24,18,6,24,18,6,0
4705,2009-04-09,07:00:00,"Near Wamena, Indonesia",Aviastar Mandiri,British Aerospace BAe-146-300,6,0,6,6,0,6,0
4706,2009-04-29,06:00:00,"Massamba, Democratic Republic of Congo",Bako Air,Boeing B-737-200,7,5,2,7,5,2,0
4707,2009-05-03,12:00:00,"Near El Alto de Rubio, Venezuela",Military - Venezuelan Army,Mi-35,18,16,2,18,16,2,0
4708,2009-05-20,06:30:00,"Near Madiun, Indonesia",Military - Indonesian Air Force,Lockheed C-130 Hercules,112,98,14,112,98,14,2
4709,2009-05-26,,"Near Isiro, Democratic Republic Congo",Service Air,Antonov An-26,4,0,4,4,0,3,
4710,2009-06-01,00:15:00,"Atlantic Ocean, 570 miles northeast of Natal, Brazil",Air France,Airbus A330-203,228,216,12,228,216,12,0
4711,2009-06-07,08:30:00,"Near Port Hope Simpson, Newfoundland, Canada",Strait Air,Britten-Norman BN-2A-27 Islander,1,0,1,1,0,1,0
4712,2009-06-08,,"State of Arunachal Pradesh, India",Military - Indian Air Force,Antonov An-32,13,6,7,13,6,7,0
4713,2009-06-29,16:01:00,"Near Wamena, Indonesia",Aviastar Mandiri,de Havilland Canada DHC-6 Twin Otter 300,3,0,3,3,0,3,0
4714,2009-06-30,01:51:00,"Off Mitsamiouli, Comoros",Yemenia Airway,Airbus A310-324,153,142,11,152,141,11,0
4715,2009-07-03,,"Near,  Peshawar ,  Pakistan",Military - Pakistan Army,Mil Mi-17,26,24,2,26,24,2,0
4716,2009-07-15,11:33:00,"Near Qazvin, Iran",Caspian Airlines,Tupolev 154M,168,153,15,168,153,15,0
4717,2009-07-19,11:50:00,"Kandahar Airport, Afghanistan",Vertical-T Air,Mil Mi-8,21,,,16,,,0
4718,2009-07-24,18:20:00,"Mashad, Iran",Aria Airlines,Ilyushin Il-62M,153,138,15,16,3,13,0
4719,2009-08-02,10:25:00,"Ampisibil Village, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,16,13,3,16,13,3,0
4720,2009-08-04,14:30:00,"Koh Samui, Thailand",Bangkok Airlines,ATR-72-212A,72,68,4,1,0,1,0
4721,2009-08-08,12:00:00,"New York, New York",Liberty Helicopter Sightseeing Tours / Private,Eurocopter AS-350BA / Piper PA-32R-300,9,7,2,9,7,2,0
4722,2009-08-11,11:14:00,"Near Port Moresby, Papua New Guinea",Airlines  PNG,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0
4723,2009-08-26,05:00:00,"Nganga Lingolo, Congo",Aero Fret Business,Antonov An-12BK,7,2,5,7,2,5,0
4724,2009-09-08,10:30:00,"Ugamsk Gorge, South Kazakistan",Military - Kazakhstan border guard service,Mil Mi-8,13,,,10,,,0
